SiteName,ADelay_1,ADelay_2,ADelay_3,ADelay_4,tPhase_1,tPhase_2,tPhase_3,tPhase_4,movFlow_1,movFlow_2,movFlow_3,movFlow_4,movFlow_5,movFlow_6,movFlow_7,movFlow_8,movFlow_9,movFlow_10,movFlow_11,movFlow_12,GTMov_1,GTMov_2,GTMov_3,GTMov_4,GTMov_5,GTMov_6,GTMov_7,GTMov_8,GTMov_9,GTMov_10,GTMov_11,GTMov_12,GTMovProp_1,GTMovProp_2,GTMovProp_3,GTMovProp_4,GTMovProp_5,GTMovProp_6,GTMovProp_7,GTMovProp_8,GTMovProp_9,GTMovProp_10,GTMovProp_11,GTMovProp_12,appFlow_1,appFlow_2,appFlow_3,appFlow_4,GTApp_1,GTApp_2,GTApp_3,GTApp_4,GTAppProp_1,GTAppProp_2,GTAppProp_3,GTAppProp_4
withoutShortLanes,27.68476510067113,46.59,28.161748251748254,34.793125,11,32,6,7,225.0,945.0,171.0,9.0,90.0,27.0,288.0,801.0,198.0,18.0,117.0,9.0,32,32,11,7,7,6,32,32,11,7,7,6,0.4,0.4,0.1375,0.0875,0.0875,0.075,0.4,0.4,0.1375,0.0875,0.0875,0.075,1341.0,126.0,1287.0,144.0,43,13,43,13,0.5375,0.1625,0.5375,0.1625
withoutShortLanes,33.62254054054054,43.60000000000001,30.056597222222223,40.22125,19,34,6,7,344.0,824.0,312.0,8.0,112.0,8.0,136.0,728.0,288.0,24.0,88.0,16.0,34,34,19,7,7,6,34,34,19,7,7,6,0.37777777777777777,0.37777777777777777,0.2111111111111111,0.07777777777777778,0.07777777777777778,0.06666666666666667,0.37777777777777777,0.37777777777777777,0.2111111111111111,0.07777777777777778,0.07777777777777778,0.06666666666666667,1480.0,128.0,1152.0,128.0,53,13,53,13,0.5888888888888889,0.14444444444444443,0.5888888888888889,0.14444444444444443
withoutShortLanes,32.027872340425525,50.32933333333333,32.895414364640885,52.423684210526325,18,36,6,6,272.0,936.0,296.0,16.0,96.0,8.0,32.0,1144.0,272.0,24.0,88.0,40.0,36,36,18,6,6,6,36,36,18,6,6,6,0.4,0.4,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4,0.4,0.2,0.06666666666666667,0.06666666666666667,0.06666666666666667,1504.0,120.0,1448.0,152.0,54,12,54,12,0.6,0.13333333333333333,0.6,0.13333333333333333
withoutShortLanes,28.22050359712231,56.833125,27.07812949640288,47.17083333333333,16,28,6,6,207.0,756.0,288.0,9.0,108.0,27.0,45.0,1044.0,162.0,18.0,72.0,18.0,28,28,16,6,6,6,28,28,16,6,6,6,0.35,0.35,0.2,0.075,0.075,0.075,0.35,0.35,0.2,0.075,0.075,0.075,1251.0,144.0,1251.0,108.0,44,12,44,12,0.55,0.15,0.55,0.15
withoutShortLanes,30.586080000000003,50.5435,28.50366197183099,44.28,16,27,6,7,252.00000000000003,594.0,279.0,36.0,108.0,36.0,288.0,693.0,297.0,27.0,108.0,18.0,27,27,16,7,7,6,27,27,16,7,7,6,0.3375,0.3375,0.2,0.0875,0.0875,0.075,0.3375,0.3375,0.2,0.0875,0.0875,0.075,1125.0,180.0,1278.0,153.0,43,13,43,13,0.5375,0.1625,0.5375,0.1625
withoutShortLanes,24.574722222222224,60.78200000000001,23.242230215827338,47.37615384615385,7,37,6,6,108.0,1089.0,99.0,18.0,90.0,27.0,297.0,900.0,54.0,9.0,99.0,9.0,37,37,7,6,6,6,37,37,7,6,6,6,0.4625,0.4625,0.0875,0.075,0.075,0.075,0.4625,0.4625,0.0875,0.075,0.075,0.075,1296.0,135.0,1251.0,117.0,44,12,44,12,0.55,0.15,0.55,0.15
withoutShortLanes,24.39790322580645,77.28,25.19539393939393,63.388888888888886,9,35,6,6,54.0,1008.0,54.0,9.0,117.0,9.0,252.00000000000003,1062.0,171.0,27.0,99.0,36.0,35,35,9,6,6,6,35,35,9,6,6,6,0.4375,0.4375,0.1125,0.075,0.075,0.075,0.4375,0.4375,0.1125,0.075,0.075,0.075,1116.0,135.0,1485.0,162.0,44,12,44,12,0.55,0.15,0.55,0.15
withoutShortLanes,33.173945945945945,48.595652173913045,32.23177419354838,50.34318181818182,21,40,6,9,57.6,964.8,309.6,28.8,122.4,14.4,115.2,1058.4,165.6,28.8,93.6,36.0,40,40,21,9,9,6,40,40,21,9,9,6,0.4,0.4,0.21,0.09,0.09,0.06,0.4,0.4,0.21,0.09,0.09,0.06,1332.0,165.60000000000002,1339.2,158.39999999999998,61,15,61,15,0.61,0.15,0.61,0.15
withoutShortLanes,28.11096774193547,52.19842105263158,26.813149171270734,50.81647058823529,11,42,6,7,88.0,1240.0,160.0,32.0,80.0,40.0,56.0,1288.0,104.0,8.0,104.0,24.0,42,42,11,7,7,6,42,42,11,7,7,6,0.4666666666666667,0.4666666666666667,0.12222222222222222,0.07777777777777778,0.07777777777777778,0.06666666666666667,0.4666666666666667,0.4666666666666667,0.12222222222222222,0.07777777777777778,0.07777777777777778,0.06666666666666667,1488.0,152.0,1448.0,136.0,53,13,53,13,0.5888888888888889,0.14444444444444443,0.5888888888888889,0.14444444444444443
withoutShortLanes,28.11378378378379,41.867142857142845,24.585371900826445,42.30176470588236,8,35,6,7,216.0,1026.0,90.0,27.0,72.0,27.0,216.0,747.0,126.0,36.0,90.0,27.0,35,35,8,7,7,6,35,35,8,7,7,6,0.4375,0.4375,0.1,0.0875,0.0875,0.075,0.4375,0.4375,0.1,0.0875,0.0875,0.075,1332.0,126.0,1089.0,153.0,43,13,43,13,0.5375,0.1625,0.5375,0.1625
withoutShortLanes,52.67970189701899,75.8369014084507,59.88558333333331,74.86976470588236,25,68,7,26,158.39999999999998,1320.0,292.79999999999995,76.8,240.0,24.0,316.79999999999995,1358.4,52.8,28.8,297.6,81.60000000000001,68,68,25,26,26,7,68,68,25,26,26,7,0.4533333333333333,0.4533333333333333,0.16666666666666666,0.17333333333333334,0.17333333333333334,0.04666666666666667,0.4533333333333333,0.4533333333333333,0.16666666666666666,0.17333333333333334,0.17333333333333334,0.04666666666666667,1771.2,340.8,1728.0,408.00000000000006,93,33,93,33,0.62,0.22,0.62,0.22
withoutShortLanes,30.50210884353741,36.94333333333333,28.29339285714287,51.102631578947374,14,28,6,8,162.0,900.0,261.0,18.0,126.0,18.0,189.0,801.0,18.0,36.0,126.0,9.0,28,28,14,8,8,6,28,28,14,8,8,6,0.35,0.35,0.175,0.1,0.1,0.075,0.35,0.35,0.175,0.1,0.1,0.075,1323.0,162.0,1008.0,171.0,42,14,42,14,0.525,0.175,0.525,0.175
withoutShortLanes,22.88512195121952,44.97812499999999,22.055967741935486,40.516,6,36,6,8,18.0,1053.0,36.0,18.0,108.0,18.0,72.0,963.0,81.0,18.0,90.0,27.0,36,36,6,8,8,6,36,36,6,8,8,6,0.45,0.45,0.075,0.1,0.1,0.075,0.45,0.45,0.075,0.1,0.1,0.075,1107.0,144.0,1116.0,135.0,42,14,42,14,0.525,0.175,0.525,0.175
withoutShortLanes,26.35108695652174,40.50235294117648,28.0884065934066,49.30375,11,43,6,6,288.0,1128.0,56.0,8.0,96.0,32.0,344.0,920.0,192.0,8.0,96.0,24.0,43,43,11,6,6,6,43,43,11,6,6,6,0.4777777777777778,0.4777777777777778,0.12222222222222222,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.4777777777777778,0.4777777777777778,0.12222222222222222,0.06666666666666667,0.06666666666666667,0.06666666666666667,1472.0,136.0,1456.0,128.0,54,12,54,12,0.6,0.13333333333333333,0.6,0.13333333333333333
withoutShortLanes,25.94993150684932,56.59357142857142,26.395937499999988,44.86833333333333,12,32,6,6,189.0,936.0,189.0,27.0,90.0,9.0,18.0,927.0,207.0,9.0,90.0,9.0,32,32,12,6,6,6,32,32,12,6,6,6,0.4,0.4,0.15,0.075,0.075,0.075,0.4,0.4,0.15,0.075,0.075,0.075,1314.0,126.0,1152.0,108.0,44,12,44,12,0.55,0.15,0.55,0.15
withoutShortLanes,54.76482288828338,71.64493975903615,54.153682634730544,63.684411764705885,37,56,6,27,19.2,1315.2,427.2,43.2,288.0,67.2,72.0,1238.4,292.79999999999995,62.4,211.2,52.8,56,56,37,27,27,6,56,56,37,27,27,6,0.37333333333333335,0.37333333333333335,0.24666666666666667,0.18,0.18,0.04,0.37333333333333335,0.37333333333333335,0.24666666666666667,0.18,0.18,0.04,1761.6000000000001,398.4,1603.2,326.4,93,33,93,33,0.62,0.22,0.62,0.22
withoutShortLanes,25.69105555555556,45.907647058823535,28.537044334975363,47.9851724137931,6,52,6,12,50.4,1180.8,64.8,7.2,172.8,64.8,288.0,1166.4,7.2,50.4,122.4,36.0,52,52,6,12,12,6,52,52,6,12,12,6,0.52,0.52,0.06,0.12,0.12,0.06,0.52,0.52,0.06,0.12,0.12,0.06,1296.0,244.8,1461.6000000000001,208.8,58,18,58,18,0.58,0.18,0.58,0.18
withoutShortLanes,71.42422096317279,66.52526315789476,58.93376854599406,92.30521276595744,26,58,10,32,412.8,1017.6,264.0,91.2,254.4,110.4,163.20000000000002,1137.6,316.79999999999995,105.6,297.6,48.0,58,58,26,32,32,10,58,58,26,32,32,10,0.38666666666666666,0.38666666666666666,0.17333333333333334,0.21333333333333335,0.21333333333333335,0.06666666666666667,0.38666666666666666,0.38666666666666666,0.17333333333333334,0.21333333333333335,0.21333333333333335,0.06666666666666667,1694.4,456.0,1617.6,451.20000000000005,84,42,84,42,0.56,0.28,0.56,0.28
